Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Doncaster,E08000017,Upper tier local authority,2020-05-01,2,,,493,,
Barnsley,E08000016,Upper tier local authority,2020-05-01,4,,,665,,
Wirral,E08000015,Upper tier local authority,2020-05-01,0,,,1018,,
Sefton,E08000014,Upper tier local authority,2020-05-01,0,,,810,,
St. Helens,E08000013,Upper tier local authority,2020-05-01,0,,,655,,
Liverpool,E08000012,Upper tier local authority,2020-05-01,0,,,1428,,
Knowsley,E08000011,Upper tier local authority,2020-05-01,0,,,554,,
Wigan,E08000010,Upper tier local authority,2020-05-01,0,,,694,,
Trafford,E08000009,Upper tier local authority,2020-05-01,0,,,603,,
Tameside,E08000008,Upper tier local authority,2020-05-01,0,,,465,,
Stockport,E08000007,Upper tier local authority,2020-05-01,0,,,851,,
Salford,E08000006,Upper tier local authority,2020-05-01,0,,,642,,
Rochdale,E08000005,Upper tier local authority,2020-05-01,0,,,476,,
Oldham,E08000004,Upper tier local authority,2020-05-01,0,,,658,,
Manchester,E08000003,Upper tier local authority,2020-05-01,0,,,1118,,
Bury,E08000002,Upper tier local authority,2020-05-01,0,,,502,,
Bolton,E08000001,Upper tier local authority,2020-05-01,1,,,782,,
Dorset,E06000059,Upper tier local authority,2020-05-01,0,,,313,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-01,0,,,412,,
Northumberland,E06000057,Upper tier local authority,2020-05-01,0,,,787,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-01,0,,,502,,
Bedford,E06000055,Upper tier local authority,2020-05-01,0,,,442,,
Wiltshire,E06000054,Upper tier local authority,2020-05-01,0,,,441,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-01,1,,,505,,
Shropshire,E06000051,Upper tier local authority,2020-05-01,0,,,507,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-01,0,,,829,,
Cheshire East,E06000049,Upper tier local authority,2020-05-01,1,,,888,,
County Durham,E06000047,Upper tier local authority,2020-05-01,0,,,1447,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-01,0,,,123,,
Southampton,E06000045,Upper tier local authority,2020-05-01,4,,,487,,
Portsmouth,E06000044,Upper tier local authority,2020-05-01,0,,,286,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-01,0,,,376,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-01,0,,,469,,
Wokingham,E06000041,Upper tier local authority,2020-05-01,1,,,370,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-01,0,,,253,,
Slough,E06000039,Upper tier local authority,2020-05-01,0,,,384,,
Reading,E06000038,Upper tier local authority,2020-05-01,0,,,480,,
West Berkshire,E06000037,Upper tier local authority,2020-05-01,0,,,319,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-01,0,,,214,,
Medway,E06000035,Upper tier local authority,2020-05-01,0,,,630,,
Thurrock,E06000034,Upper tier local authority,2020-05-01,0,,,281,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-01,0,,,298,,
Luton,E06000032,Upper tier local authority,2020-05-01,0,,,626,,
Peterborough,E06000031,Upper tier local authority,2020-05-01,0,,,251,,
Swindon,E06000030,Upper tier local authority,2020-05-01,0,,,369,,
Torbay,E06000027,Upper tier local authority,2020-05-01,0,,,203,,
Plymouth,E06000026,Upper tier local authority,2020-05-01,1,,,293,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-01,0,,,349,,
North Somerset,E06000024,Upper tier local authority,2020-05-01,1,,,246,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-01,0,,,616,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-01,0,,,212,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-01,7,,,490,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-01,0,,,267,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-01,0,,,303,,
Nottingham,E06000018,Upper tier local authority,2020-05-01,1,,,527,,
Rutland,E06000017,Upper tier local authority,2020-05-01,0,,,20,,
Leicester,E06000016,Upper tier local authority,2020-05-01,0,,,676,,
Derby,E06000015,Upper tier local authority,2020-05-01,1,,,496,,
York,E06000014,Upper tier local authority,2020-05-01,0,,,300,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-01,0,,,366,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-01,0,,,135,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-01,1,,,612,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-01,0,,,462,,
Blackpool,E06000009,Upper tier local authority,2020-05-01,0,,,452,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-01,0,,,321,,
Warrington,E06000007,Upper tier local authority,2020-05-01,0,,,626,,
Halton,E06000006,Upper tier local authority,2020-05-01,0,,,325,,
Darlington,E06000005,Upper tier local authority,2020-05-01,0,,,287,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-01,0,,,362,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-01,0,,,320,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-01,0,,,559,,
Hartlepool,E06000001,Upper tier local authority,2020-05-01,0,,,197,,
England,E92000001,Nation,2020-04-30,707,85,622,122747,120614,2133
South West,E12000009,Region,2020-04-30,46,,,6400,,
South East,E12000008,Region,2020-04-30,89,,,17313,,
London,E12000007,Region,2020-04-30,60,,,24697,,
East of England,E12000006,Region,2020-04-30,63,,,10778,,
West Midlands,E12000005,Region,2020-04-30,57,,,13392,,
East Midlands,E12000004,Region,2020-04-30,59,,,6997,,
Yorkshire and The Humber,E12000003,Region,2020-04-30,104,,,10553,,
North West,E12000002,Region,2020-04-30,99,,,19433,,
North East,E12000001,Region,2020-04-30,104,,,7941,,
Worcestershire,E10000034,Upper tier local authority,2020-04-30,1,,,1161,,
West Sussex,E10000032,Upper tier local authority,2020-04-30,2,,,1154,,
Warwickshire,E10000031,Upper tier local authority,2020-04-30,1,,,1186,,
Suffolk,E10000029,Upper tier local authority,2020-04-30,5,,,1076,,
Staffordshire,E10000028,Upper tier local authority,2020-04-30,20,,,1764,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-30,2,,,1561,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-30,9,,,1134,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-30,8,,,970,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-30,2,,,1047,,
Norfolk,E10000020,Upper tier local authority,2020-04-30,44,,,1601,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-30,6,,,855,,
Leicestershire,E10000018,Upper tier local authority,2020-04-30,4,,,945,,
Lancashire,E10000017,Upper tier local authority,2020-04-30,9,,,2824,,
Kent,E10000016,Upper tier local authority,2020-04-30,10,,,3379,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-30,10,,,2319,,
Hampshire,E10000014,Upper tier local authority,2020-04-30,36,,,2822,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-30,8,,,1228,,
Essex,E10000012,Upper tier local authority,2020-04-30,3,,,2614,,
East Sussex,E10000011,Upper tier local authority,2020-04-30,8,,,587,,
Devon,E10000008,Upper tier local authority,2020-04-30,4,,,710,,
Derbyshire,E10000007,Upper tier local authority,2020-04-30,24,,,1299,,
Cumbria,E10000006,Upper tier local authority,2020-04-30,17,,,1914,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-30,1,,,768,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-30,1,,,836,,
Westminster,E09000033,Upper tier local authority,2020-04-30,1,,,601,,
Wandsworth,E09000032,Upper tier local authority,2020-04-30,1,,,921,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-30,3,,,724,,
Southwark,E09000028,Upper tier local authority,2020-04-30,5,,,1201,,
Redbridge,E09000026,Upper tier local authority,2020-04-30,3,,,678,,
Newham,E09000025,Upper tier local authority,2020-04-30,4,,,952,,
Merton,E09000024,Upper tier local authority,2020-04-30,1,,,654,,
Lewisham,E09000023,Upper tier local authority,2020-04-30,3,,,925,,
Lambeth,E09000022,Upper tier local authority,2020-04-30,3,,,1139,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-30,2,,,450,,
Islington,E09000019,Upper tier local authority,2020-04-30,1,,,414,,
Hounslow,E09000018,Upper tier local authority,2020-04-30,4,,,653,,
Hillingdon,E09000017,Upper tier local authority,2020-04-30,1,,,726,,
Harrow,E09000015,Upper tier local authority,2020-04-30,3,,,936,,
Haringey,E09000014,Upper tier local authority,2020-04-30,1,,,547,,
Hackney,E09000012,Upper tier local authority,2020-04-30,1,,,605,,
Greenwich,E09000011,Upper tier local authority,2020-04-30,2,,,638,,
Enfield,E09000010,Upper tier local authority,2020-04-30,1,,,833,,
Ealing,E09000009,Upper tier local authority,2020-04-30,5,,,1066,,
Camden,E09000007,Upper tier local authority,2020-04-30,1,,,576,,
Bromley,E09000006,Upper tier local authority,2020-04-30,7,,,1079,,
Brent,E09000005,Upper tier local authority,2020-04-30,2,,,1354,,
Bexley,E09000004,Upper tier local authority,2020-04-30,1,,,622,,
Barnet,E09000003,Upper tier local authority,2020-04-30,4,,,1209,,
Gateshead,E08000037,Upper tier local authority,2020-04-30,4,,,837,,
Wakefield,E08000036,Upper tier local authority,2020-04-30,5,,,530,,
Kirklees,E08000034,Upper tier local authority,2020-04-30,2,,,571,,
Calderdale,E08000033,Upper tier local authority,2020-04-30,2,,,243,,
Bradford,E08000032,Upper tier local authority,2020-04-30,17,,,912,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-30,3,,,850,,
Walsall,E08000030,Upper tier local authority,2020-04-30,1,,,970,,
Sandwell,E08000028,Upper tier local authority,2020-04-30,4,,,1023,,
Dudley,E08000027,Upper tier local authority,2020-04-30,9,,,773,,
Birmingham,E08000025,Upper tier local authority,2020-04-30,3,,,2869,,
Sunderland,E08000024,Upper tier local authority,2020-04-30,8,,,1170,,
South Tyneside,E08000023,Upper tier local authority,2020-04-30,8,,,568,,
North Tyneside,E08000022,Upper tier local authority,2020-04-30,10,,,478,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-30,28,,,929,,
Sheffield,E08000019,Upper tier local authority,2020-04-30,11,,,2152,,
Rotherham,E08000018,Upper tier local authority,2020-04-30,4,,,718,,
Doncaster,E08000017,Upper tier local authority,2020-04-30,5,,,491,,
Barnsley,E08000016,Upper tier local authority,2020-04-30,18,,,661,,
Sefton,E08000014,Upper tier local authority,2020-04-30,2,,,810,,
St. Helens,E08000013,Upper tier local authority,2020-04-30,2,,,655,,
Liverpool,E08000012,Upper tier local authority,2020-04-30,4,,,1428,,
Knowsley,E08000011,Upper tier local authority,2020-04-30,2,,,554,,
Trafford,E08000009,Upper tier local authority,2020-04-30,6,,,603,,
Tameside,E08000008,Upper tier local authority,2020-04-30,3,,,465,,
Stockport,E08000007,Upper tier local authority,2020-04-30,6,,,851,,
Rochdale,E08000005,Upper tier local authority,2020-04-30,1,,,476,,
Oldham,E08000004,Upper tier local authority,2020-04-30,3,,,658,,
Manchester,E08000003,Upper tier local authority,2020-04-30,7,,,1118,,
Bury,E08000002,Upper tier local authority,2020-04-30,1,,,502,,
Bolton,E08000001,Upper tier local authority,2020-04-30,1,,,781,,
Dorset,E06000059,Upper tier local authority,2020-04-30,3,,,313,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-30,4,,,412,,
Northumberland,E06000057,Upper tier local authority,2020-04-30,13,,,787,,
Wiltshire,E06000054,Upper tier local authority,2020-04-30,3,,,441,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-30,4,,,504,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-30,8,,,829,,
Cheshire East,E06000049,Upper tier local authority,2020-04-30,15,,,887,,
County Durham,E06000047,Upper tier local authority,2020-04-30,26,,,1447,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-30,1,,,123,,
Southampton,E06000045,Upper tier local authority,2020-04-30,14,,,483,,
Portsmouth,E06000044,Upper tier local authority,2020-04-30,2,,,286,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-30,7,,,469,,
West Berkshire,E06000037,Upper tier local authority,2020-04-30,2,,,319,,
Medway,E06000035,Upper tier local authority,2020-04-30,4,,,630,,
Swindon,E06000030,Upper tier local authority,2020-04-30,2,,,369,,
Torbay,E06000027,Upper tier local authority,2020-04-30,1,,,203,,
Plymouth,E06000026,Upper tier local authority,2020-04-30,3,,,292,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-30,4,,,349,,
North Somerset,E06000024,Upper tier local authority,2020-04-30,5,,,245,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-30,4,,,616,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-30,1,,,212,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-30,14,,,483,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-30,1,,,267,,
Nottingham,E06000018,Upper tier local authority,2020-04-30,8,,,526,,
Leicester,E06000016,Upper tier local authority,2020-04-30,2,,,676,,
Derby,E06000015,Upper tier local authority,2020-04-30,4,,,495,,
York,E06000014,Upper tier local authority,2020-04-30,12,,,300,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-30,7,,,366,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-30,7,,,611,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-30,6,,,462,,
Blackpool,E06000009,Upper tier local authority,2020-04-30,3,,,452,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-30,2,,,321,,
Warrington,E06000007,Upper tier local authority,2020-04-30,6,,,626,,
Halton,E06000006,Upper tier local authority,2020-04-30,1,,,325,,
Darlington,E06000005,Upper tier local authority,2020-04-30,3,,,287,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-30,1,,,362,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-30,3,,,559,,
England,E92000001,Nation,2020-04-29,1722,792,930,122040,120529,1511
South West,E12000009,Region,2020-04-29,109,,,6354,,
South East,E12000008,Region,2020-04-29,172,,,17224,,
London,E12000007,Region,2020-04-29,191,,,24637,,
East of England,E12000006,Region,2020-04-29,135,,,10715,,
West Midlands,E12000005,Region,2020-04-29,214,,,13335,,
East Midlands,E12000004,Region,2020-04-29,95,,,6938,,
Yorkshire and The Humber,E12000003,Region,2020-04-29,189,,,10449,,
North West,E12000002,Region,2020-04-29,344,,,19334,,
North East,E12000001,Region,2020-04-29,199,,,7837,,
Worcestershire,E10000034,Upper tier local authority,2020-04-29,16,,,1160,,
West Sussex,E10000032,Upper tier local authority,2020-04-29,24,,,1152,,
Warwickshire,E10000031,Upper tier local authority,2020-04-29,21,,,1185,,
Surrey,E10000030,Upper tier local authority,2020-04-29,20,,,2588,,
Suffolk,E10000029,Upper tier local authority,2020-04-29,11,,,1071,,
Staffordshire,E10000028,Upper tier local authority,2020-04-29,25,,,1744,,
Somerset,E10000027,Upper tier local authority,2020-04-29,19,,,506,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-29,8,,,1559,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-29,28,,,1125,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-29,32,,,962,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-29,11,,,1045,,
Norfolk,E10000020,Upper tier local authority,2020-04-29,43,,,1557,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-29,12,,,849,,
Leicestershire,E10000018,Upper tier local authority,2020-04-29,19,,,941,,
Lancashire,E10000017,Upper tier local authority,2020-04-29,33,,,2815,,
Kent,E10000016,Upper tier local authority,2020-04-29,21,,,3369,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-29,32,,,2309,,
Hampshire,E10000014,Upper tier local authority,2020-04-29,35,,,2786,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-29,17,,,1220,,
Essex,E10000012,Upper tier local authority,2020-04-29,34,,,2611,,
East Sussex,E10000011,Upper tier local authority,2020-04-29,12,,,579,,
Devon,E10000008,Upper tier local authority,2020-04-29,15,,,706,,
Derbyshire,E10000007,Upper tier local authority,2020-04-29,5,,,1275,,
Cumbria,E10000006,Upper tier local authority,2020-04-29,59,,,1897,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-29,7,,,767,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-29,5,,,835,,
Westminster,E09000033,Upper tier local authority,2020-04-29,5,,,600,,
Wandsworth,E09000032,Upper tier local authority,2020-04-29,3,,,920,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-29,3,,,721,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-29,2,,,600,,
Sutton,E09000029,Upper tier local authority,2020-04-29,2,,,667,,
Southwark,E09000028,Upper tier local authority,2020-04-29,13,,,1196,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-29,3,,,367,,
Redbridge,E09000026,Upper tier local authority,2020-04-29,4,,,675,,
Newham,E09000025,Upper tier local authority,2020-04-29,5,,,948,,
Merton,E09000024,Upper tier local authority,2020-04-29,3,,,653,,
Lewisham,E09000023,Upper tier local authority,2020-04-29,4,,,922,,
Lambeth,E09000022,Upper tier local authority,2020-04-29,5,,,1136,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-29,3,,,448,,
Islington,E09000019,Upper tier local authority,2020-04-29,2,,,413,,
Hounslow,E09000018,Upper tier local authority,2020-04-29,8,,,649,,
Hillingdon,E09000017,Upper tier local authority,2020-04-29,4,,,725,,
Havering,E09000016,Upper tier local authority,2020-04-29,2,,,634,,
Harrow,E09000015,Upper tier local authority,2020-04-29,26,,,933,,
Haringey,E09000014,Upper tier local authority,2020-04-29,2,,,546,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-29,2,,,610,,
Hackney,E09000012,Upper tier local authority,2020-04-29,3,,,604,,
Greenwich,E09000011,Upper tier local authority,2020-04-29,7,,,636,,
Enfield,E09000010,Upper tier local authority,2020-04-29,5,,,832,,
Ealing,E09000009,Upper tier local authority,2020-04-29,15,,,1061,,
Croydon,E09000008,Upper tier local authority,2020-04-29,3,,,1383,,
Camden,E09000007,Upper tier local authority,2020-04-29,3,,,575,,
Bromley,E09000006,Upper tier local authority,2020-04-29,28,,,1072,,
Brent,E09000005,Upper tier local authority,2020-04-29,7,,,1352,,
Bexley,E09000004,Upper tier local authority,2020-04-29,5,,,621,,
Barnet,E09000003,Upper tier local authority,2020-04-29,12,,,1205,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-29,2,,,455,,
Gateshead,E08000037,Upper tier local authority,2020-04-29,36,,,833,,
Wakefield,E08000036,Upper tier local authority,2020-04-29,2,,,525,,
Leeds,E08000035,Upper tier local authority,2020-04-29,28,,,1431,,
Kirklees,E08000034,Upper tier local authority,2020-04-29,10,,,569,,
Calderdale,E08000033,Upper tier local authority,2020-04-29,1,,,241,,
Bradford,E08000032,Upper tier local authority,2020-04-29,41,,,895,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-29,35,,,847,,
Walsall,E08000030,Upper tier local authority,2020-04-29,6,,,969,,
Solihull,E08000029,Upper tier local authority,2020-04-29,3,,,571,,
Sandwell,E08000028,Upper tier local authority,2020-04-29,24,,,1019,,
Dudley,E08000027,Upper tier local authority,2020-04-29,22,,,764,,
Coventry,E08000026,Upper tier local authority,2020-04-29,8,,,665,,
Birmingham,E08000025,Upper tier local authority,2020-04-29,28,,,2866,,
Sunderland,E08000024,Upper tier local authority,2020-04-29,26,,,1162,,
South Tyneside,E08000023,Upper tier local authority,2020-04-29,12,,,560,,
North Tyneside,E08000022,Upper tier local authority,2020-04-29,7,,,468,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-29,12,,,901,,
Sheffield,E08000019,Upper tier local authority,2020-04-29,6,,,2141,,
Rotherham,E08000018,Upper tier local authority,2020-04-29,2,,,714,,
Doncaster,E08000017,Upper tier local authority,2020-04-29,10,,,486,,
Barnsley,E08000016,Upper tier local authority,2020-04-29,1,,,643,,
Wirral,E08000015,Upper tier local authority,2020-04-29,15,,,1018,,
Sefton,E08000014,Upper tier local authority,2020-04-29,14,,,808,,
St. Helens,E08000013,Upper tier local authority,2020-04-29,4,,,653,,
Liverpool,E08000012,Upper tier local authority,2020-04-29,21,,,1424,,
Knowsley,E08000011,Upper tier local authority,2020-04-29,9,,,552,,
Wigan,E08000010,Upper tier local authority,2020-04-29,13,,,694,,
Trafford,E08000009,Upper tier local authority,2020-04-29,10,,,597,,
Tameside,E08000008,Upper tier local authority,2020-04-29,9,,,462,,
Stockport,E08000007,Upper tier local authority,2020-04-29,21,,,845,,
Salford,E08000006,Upper tier local authority,2020-04-29,16,,,642,,
Rochdale,E08000005,Upper tier local authority,2020-04-29,7,,,475,,
Oldham,E08000004,Upper tier local authority,2020-04-29,20,,,655,,
Manchester,E08000003,Upper tier local authority,2020-04-29,16,,,1111,,
Bury,E08000002,Upper tier local authority,2020-04-29,2,,,501,,
Bolton,E08000001,Upper tier local authority,2020-04-29,12,,,780,,
Dorset,E06000059,Upper tier local authority,2020-04-29,1,,,310,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-29,3,,,408,,
Northumberland,E06000057,Upper tier local authority,2020-04-29,18,,,774,,
